,App name,Replier's name,Overall rating,Date of reply,Text
123,MegaNative,SWING - Lifestyle Store,5/5 stars,"September 15, 2020","Came across them, and gave it a try. It have been a great journey with them, till my apps (for both ios and android) are up smoothly Very supportive team and fast response. Great to work with. Strongly recommend them. "
124,MegaNative,MuruganKart,5/5 stars,"September 14, 2020","We are using this magenative for running Grocery app for more than 5 months and we are happy with their app services, the support from the team is really great...."
125,MegaNative,Common Sense Coffee,5/5 stars,"September 11, 2020","The MageNative Team is fantastic! They got our apps on the app stores quickly and they both look incredible. The team is extremely approachable and provides support via email and WhatsApp. It's so easy working with them. They also do great work too. Just search ""Common Sense Coffee"" on either the Apple App Store or the Google Play Store to see their quality. I highly recommend working with them and will continue to work with them in the future on different projects. Thanks, MageNative!"
126,MegaNative,Brooke and Raine Boutique,5/5 stars,"September 7, 2020",It is seamless and perfect. The developers listen to my needs and allowed me to make several changes throughout the process. They were very patient and fast with their work. I am very pleased and will be using them for my next business. Thank you! 
127,MegaNative,Fancy Plants,5/5 stars,"September 3, 2020","This is a great app builder for android/iOS! Really simple to get started. There are added costs to sign up to Apple and Play Store unless you already have an account. MageNative made several customisations for me to make it meet my needs at no trouble whatsoever. They also published my app. Contact over WhatsApp was easy. Highly recommend - everything links through to Shopify automatically. I also love the Wishlist function, and that I can send push notifications out."
128,MegaNative,OdiKala,5/5 stars,"September 1, 2020","We are using this mobile app builder app for more than 6 months and we are happy with their app, services, the support from the team is great. The pricing is also good."
129,MegaNative,Zipply,5/5 stars,"August 29, 2020","We were looking for a quick solution to get our shopify store translated to the app store/google play, and Magenative did an exceptional job, especially on the iOS side. The developer who led that front, Aneesha, did a phenomenal job and listened to all our requirements. We still can't believe we're live on the app store in less than 45 days. It's impossible to do that when you're building a custom app - but Magenative really knows shopify and I can guarantee this is quickest way to get to the app store. Don't hesitate, get working with them!"
130,MegaNative,Lilly and Rose Boutique,5/5 stars,"August 28, 2020",We are on our last few tweaks to the App before going LIVE and so far the customer service and promptness has been wonderful. Sometimes working on projects like these being in a different country and opposite time zones can be very frustrating and our experience has been nothing but positive. 
131,MegaNative,Gold Zone,5/5 stars,"August 27, 2020","Before working with them I was so confused and feeling hesitation, but I start working with their support they provide me excellent support even I am on trail period. I love their service and also used them for my other stores.Thanks MegaNative TeamStay Blessed Forever"
132,MegaNative,Cool Stuff & Accessories,5/5 stars,"August 26, 2020",Great Service with Very Friendly Communication. I am surely going to use their service again Thanks a lot!
133,MegaNative,JKopticals,5/5 stars,"August 24, 2020","I never thought getting a mobile app for my store would be that easy, thanks to MageNative. Their team is highly professional and hard-working. They took great care of my requirements from the beginning and listened to me throughout the process. I highly recommend MageNative to anyone thinking of getting a mobile app for their Shopify store."
134,MegaNative,The Retail Zone,5/5 stars,"August 22, 2020","I have received tremendous support from the team, they are very active in services and they even provide you with a dedicated development and support team to whom you can discuss your project 24x7, it was a great experience all together, and all the work they are doing in return they charge you just peanuts. And the final product is just great. "
135,MegaNative,Shoppmore,5/5 stars,"September 9, 2020",I recommend MageNative Mobile App.  Support team is responsive in dealing with any issues you may have during the development phase.  
136,MegaNative,PalengkePh,5/5 stars,"August 21, 2020","We purchased first Android and Apple app but decided then to fgo only with Android app.The app needed some customisation, but this was done after 4 weeks, now its like we wanted."
137,MegaNative,EMMAQUEEN,5/5 stars,"September 15, 2020",This application goes well and is very helpful. Hopefully it goes smoothly and nothing problem......
138,MegaNative,Nuve by EcoPod,1/5 stars,"August 11, 2020","Magenative is the biggest scam I have ever heard of. I have no idea how they are listed on Shopify's app store. I spent weeks waiting on them to fix my app for my Shopify store. It was a nightmare. They put you into a sketchy group conversation and ""Developers"" work on your app, but I had to beg them to make any changes. The layout is messy for the app. Do not even bother wasting your time or money with these people. I wasted so much energy into trying to get them to fix the app for me. They even asked me to pay $200 outside of Shopify through paypal in order to fix the app the way I wanted it. So terrible. I hope they get removed from Shopify. "
139,MegaNative,Myztified Giftz,5/5 stars,"August 11, 2020",I used the app to help build my Giftware/Gift Shop App to allow my customers access on the go. Staff from both Android and IOS have been very helpful and communication is on point.
140,MegaNative,Gemo Malta,5/5 stars,"August 5, 2020","Fantastic service from customer care and the development teams! They were very cooperative, patient in explaining the whole process and keeping it simple and responded to our queries and required changes in no time. Totally recommended if you want a successful app! "
141,MegaNative,SevenStarCollection,5/5 stars,"July 29, 2020","I have a great app now with the help of this team. They are amazing, professional and helpful. I highly recommend them! "
142,MegaNative,Atrangi Store,5/5 stars,"July 28, 2020","The Best Native app service in Shopify. We build our Android and IOS apps within one month, Dedicated team to support and resolve all queries. Must go with this if you are looking for Hasslefree Native app Platforms. "
143,MegaNative,Asanini,4/5 stars,"January 7, 2021","I think their team is still good, and help us solve the problem. I hope that we can cooperate happily with their technical team in the future."
144,MegaNative,Brilliant Tech SA,5/5 stars,"July 15, 2020",Awesome service and awesome people! Couldn't ask for better! Only use MageNative! They are the best!
145,MegaNative,27club.online,5/5 stars,"July 14, 2020",I am using this to launch my app and couldn’t be happier.  I feel great about my app. Support is great and works well.  Highly recommend. ⭐️⭐️⭐️⭐️⭐️
146,MegaNative,Royal Lush Kollection,5/5 stars,"July 14, 2020",I absolutely recommend this company to anyone. They have helped me out tremendously. Any questions I had they have helped. Look no further this is the BEST team. 
147,MegaNative,Old Country Jerky,5/5 stars,"July 9, 2020","I used MegeNative to implement a mobile app for quick and easy online shopping experience for our existing customer. For me, It is the most cost effective way Instead of hiring a company to design one and it would cost at least 7 grands. Although there were some hiccups in the process, but MageNative Team was great and quick in solving those problems. Now, it works like a charm, I feel rewarding every time I see a customer placing an order using the app. Highly recommended for all small business owners. "
148,MegaNative,Shop Up,5/5 stars,"July 8, 2020",The team have been very helpful and supporting every step of the way. I have been assisted timeously with any changes that I needed made 
149,MegaNative,Chosen Fashion by Stephanie,1/5 stars,"July 7, 2020","The App looks good.  I launched about a week ago.  Customers are writing me left and right that the app keeps crashing on them on Iphone and Ipad.  Not getting any support.   I paid them for one year.  Nobody is around to respond to me while I'm awake.  I get a whatsapp message at 3 AM when I can't respond because well, I need to sleep at some point.  I reached out to them with a push notification issue letting them know that they weren't working for everyone and they tested one and it worked for them so they told me it was fine.  It definitely was not fine.  I get about 1 out of 5 I send.  "
150,MegaNative,Add2Cart,5/5 stars,"July 6, 2020",This is very helpful and very cooperative team to assist wherever required. Good iOS and android app.
151,MegaNative,BabySuppliesPlus.com,5/5 stars,"July 3, 2020","Thumbs up to the team, you guys are awesome. The app is perfect and they kept in contact with me all the way, I'd recommend to anyone. "
152,MegaNative,Roodkappje,5/5 stars,"July 3, 2020","Even though it took a while for the team to finish both apps, it was nice to be in constant contact with them and they were very responsive. We really appreciate the support."
153,MegaNative,KTG Beauty,5/5 stars,"July 3, 2020",Thank you so much for all the help you’ve given me. You guys have done a brilliant job and listened to what I need doing with the app. I really appreciate everything you guys have done and would highly recommend it and even helped me publish the app. The team are amazing and really helpful. Thank you :)
154,MegaNative,Rock Bottom Restobar,5/5 stars,"July 2, 2020",Thanks so much guys. Appreciate all the effort. Specially to Nitin & the rest of the developers. This is actually my first APP. Initially when i download the APP it was a bit slow. But i guess because my store have lots of products & images. But later on it was working fine. Thanks team! Great job.. Thanks a lot. More projects to come.  
155,MegaNative,fashionista,5/5 stars,"July 25, 2020","The problem was fixed, thanks MageNative team.I absolutely recommend this app to anyone. Any questions I had they have helped. Look no further this is the BEST team.Great team, great company, great app "
156,MegaNative,NINTE,5/5 stars,"June 22, 2020","Before the app was released, the team made a lot of changes and listened to our opinions patiently. A lot of mistakes often occurred in time, but they were finally resolved. Our APP will be released soon, thank you very much, and thank my friend Aman."
157,MegaNative,CDO Online Mart,5/5 stars,"June 15, 2020","I love this app and its customer service! Extremely grateful to have an app for my website without going through the headache of coding. Although this app is good for starter basic dropshipping apps and I had to pay extra to customize, it's all worth it! They have such an amazing team and tend to all your requests. Shoutout to Mr. Areeb and team for being so acommodating despite all my nitty gritty details. You are all answered prayers for an easy app development process! 10/10 Recommend. "
158,MegaNative,MyPicks,5/5 stars,"June 4, 2020",I used this app and found very user friendly and very convenient to use....I strongly recommend to e-commerce users...And the Sales Support Staff are also very helpful....very glad to work with them
159,MegaNative,Beauty Basket Shop,5/5 stars,"July 20, 2020","I worked with MageNative more than one time and i had a pleasant experience with them. any problem you have, they just act quick and fix it right away.They are a great team! Delivering High Quality product & Fast Service I really Recommend this"
160,MegaNative,Glitter on the Gulf,5/5 stars,"June 2, 2020",I'm not to good at this back end stuff but they have helped me out so much.  Great customer service.  And my app works perfectly. I have over 1000 items on my store and no issues yet. Thank you. 
161,MegaNative,Sassy Grace Charm Boutique,5/5 stars,"June 2, 2020",I can’t believe my store has an app! The process could have been difficult because I’m not very tech savvy but I was guided by Magenative Team every step of the way! I’m so excited to be working with this group. Highly recommend this for your business! 
162,MegaNative,EUG FASHION,1/5 stars,"May 28, 2020","I am sorry to leave a negative review but after 90 days going back and forth with the Arid's Team and paying them 180 USD for simple customization and received an App that Crashing Continuously and Look Horrible, with distorted pictures, and refuse to refund my 180 $, must open Case on PayPal to get my money back, we are not happy waist of money and time for us. www.eugfashion.com is our Store "
163,MegaNative,Hustle Queen Apparel,5/5 stars,"May 25, 2020",OMG where do I start the people was nice they got back to me with all my questions answered. It was a wonderful process and when I need changes made they made sure it happen. They Company as a whole is great the best one is Saumya. Thank you for putting my app together.
164,MegaNative,Smoke and Peat,4/5 stars,"May 23, 2020","I used this app to make a mobile application, both on iOS and Android, for my Shopify store. Very nice application aesthetically and does all the things you want. If you need special feature, the great team at Mage native will help with that. Only thing I wish was better is the teams communication and being more responsive to small changes "
165,MegaNative,Flash-Deals-Pty-Limited,5/5 stars,"May 23, 2020",Amazing APP and super cool staff. Recommended to ALL! Thanks for the amazing service guys! My APPs were live on iOS and Android in no time and I was kept up to date constantly with where the process was at. 
166,MegaNative,TIBKO,5/5 stars,"May 20, 2020","This company is not an amateur or joke business. They are professional in every aspect. First of all, they are alive and alive I mean, you can chat with them in WhatsApp, I have never seen any company that cares this much who chat with you right away.2. You really don't need to do anything or buy a mac book just to publish, all I did was to pay apple developer and google play and they did the rest.3. the guy I was chatting to in Whatsapp was very understanding and professional.4. If you wanna have a professional business and don't put half of your life for the app, there is no way you go wrong with this people, they really know their job. "
167,MegaNative,Kraft Seeds,5/5 stars,"May 17, 2020",Great company always ready to help & support technical is also too good.Great app user friendly UI. keep it up
168,MegaNative,A Santa Sede,5/5 stars,"May 15, 2020",The best and easier option to get an android App and ios app for my shopify store. Thanks MageNative guys! great support  and customization.        
169,MegaNative,Look-Fly.ca,5/5 stars,"May 14, 2020",What I like about this app it’s easy to manage and also their support help a lot to setup everything I had one small issue and couldn’t have 24/7 support when we explain this to their team they fix that and provide us with 24/7 support after so far it’s a good app if you looking for something nice and simple we recommended  
170,MegaNative,Rob Kaz Art Shop,2/5 stars,"May 2, 2020","I chose the option to ""chat with an expert"" because the app wouldn't display my menu. Without a menu, the app is useless. They said to reply with email and ask for modifications (for which they would no doubt charge a fee). Why have an option to chat with an expert if they refer you to email? Why have an app without a store menu? Very disappointed in the customer service. Moving on to another company to help launch my app."
171,MegaNative,Redfyn grocery,5/5 stars,"April 29, 2020","This help me to grow my businesses,team of magenative help me each N every moment if I got in trouble."
172,MegaNative,Green Steam Vapor,5/5 stars,"April 26, 2020","Awesome features and the people are great. The team is very informative, quick response time on everything and great to work with."
173,MegaNative,Klando,5/5 stars,"April 24, 2020","Ganz toller Service. Wir hatten eine sehr kompetente Entwicklergruppe, die uns sehr gut bei der App Erstellung betreut hat. Alle unsere Wünsche zur Gestaltung konnten problemlos umgesetzt werden. Einfach zu empfehlen! "
174,MegaNative,Schuseb Store,5/5 stars,"March 30, 2020",Fantastic work from this team. Very quick response. The app itself looks and works great. Very easy to customize. 
175,MegaNative,Choco4NYC - Krystal fruits & vegetables,5/5 stars,"March 30, 2020","Useful app with wonderful, responsive, and informed support available via WhatsApp. Would not hesitate to use MageNative again. "
176,MegaNative,GMI - Guitar and Music Institute Online Shop,5/5 stars,"March 24, 2020",The guys from MageNative have helped us through the entire process and our app looks great. 
177,MegaNative,TEKADIECELL,5/5 stars,"March 19, 2020","I used this app since six months ago, very excellent service and multidiscipline team. I used to integrations theme and we received our store aggree our requirements. I recommend Megenative team to convert your store. "
178,MegaNative,Ethnobeauty,5/5 stars,"March 18, 2020",Great team! very reactive. Very good quality. The application works very well. I recommend. Thank you so muchwww.ethnobeauty.fr
179,MegaNative,shebshebshopship,5/5 stars,"March 12, 2020",I used this App to turn my Shopify Online Store into an application.My store now is available at the Apple as well as the Google play stores with minimal effort from my end.
180,MegaNative,angelydiablo,5/5 stars,"March 5, 2020","Always available, always effective and professional. thanks above all to Saumya(ios) and Heisenberg(android) for their patience. Everest4World and AngelyDiablo.com"
181,MegaNative,R.a. Boutique,5/5 stars,"February 29, 2020","Salve, ho un e-commerce abbigliamento donna e gli sviluppatori sono stati sempre pronti a soddisfare le mie esigenze con l'integrazione di diverse APP shopify per rendere l'app del mio sito https://raboutique.com/ perfetta.Lavoro veloce e professionalità. Bravi"
182,MegaNative,SWIMMING STORE,5/5 stars,"February 21, 2020",Amazing team 1 week my application was live on both platforms ❤❤Any changes was done  as i asked .
183,MegaNative,Styched Fashion,1/5 stars,"February 20, 2020","Very bad experience. Not sure where all these positive reviews came from. The developers are very slow in responding. They cannot integrate Facebook SDK with events and ask for admin password of your FB account. Serious number of bugs, sorting issues in products, absolutely ZERO testing before they publish the app. Lost money because of their inefficiency. Only 1 basic buggy layout. Any design changes, they will ask for money. If you are serious about your business and brand, stay away!"
184,MegaNative,Indian Grocery Express,5/5 stars,"February 18, 2020","After considering all other options, we decided to go with MageNative and we really appreciate the service received by this awesome team. All team members were always there wherever we need. Also, they handled our customization properly. We definitely recommend MageNative."
185,MegaNative,Studio Gear Cosmetics,5/5 stars,"February 14, 2020",I was amazed at how easy it was to get this done with the help of support emails only. They were very responsive and very easy to work with. We're about to go live and the app looks fabulous!
186,MegaNative,fansvite,5/5 stars,"February 12, 2020","The MageNative Mobile App by CedCommerce is a first class mobile app builder. It's in a class of its own! No competitors can come close to what they do and can do. I work with them diligently to customize my mobile app. They deserve 10 stars (**********)This is truly one the best apps in Shopify app store. The developers team is beyond GREAT. They can customize your mobile app to your liking. The team is very flexibility. Do your homework first, before you give the app a bad review! I honesty hope Shopify review this app to see how great it is."
187,MegaNative,KhmerCuber.com,5/5 stars,"February 12, 2020","The App working really fast, userfriendly features making my customers love what's they're using. And the developer team know what I want and strive to fix it all on time. Hope CedCommerce team will help new upcoming customer who wanna build the App for their store."
188,MegaNative,Fashion Verizon,5/5 stars,"February 12, 2020","Wow! Thumbs-up to MageNative Team. I have been working with this team specially @Saumya who is fast and efficient & her skills are awesome to fulfill our requirements addressing mobile users. It has been great experience, specially the service, developers also very friendly. During their business hours they are always available and work quickly. Highly recommended."
189,MegaNative,meesk,5/5 stars,"February 11, 2020","Very helpful -supportive team ,they help me step by step in building my app."
190,MegaNative,Lamor'e My Dream,5/5 stars,"February 6, 2020",Fantastic Group ! Fantastic style ! Awsome product for sale with the app . I use Android and App store . Amazing price for both . 2 month with 2 apps . I love this group hope work with them a lot . Lamore my dream 
191,MegaNative,SUCCII,5/5 stars,"February 6, 2020","This app is amazing and so resourceful. The support team is very helpful and shows you step by step how to get the most out of this app. I have recommended it to my friends, colleagues and will continue to. $20/monthly is so affordable "
192,MegaNative,The Meat King,5/5 stars,"January 27, 2020",The CedCommerce team is awesome. Very easy to reach and work with. Well worth the price! Would definitely recommend them for plug and play app development. 
193,MegaNative,RADGIE CITY,1/5 stars,"January 20, 2020",Avoid this app they say $20 but it soon adds up first off its $20 for apple or google then its $40 if you want both also when you set up a developer account its $25 for google then $99 for apple very bad set up instructions what leave you guessing what to do next you ask the guy on the chat and he just sends links with no description.....wasted a lot of my time! AVOID!
194,MegaNative,QAYSAA,5/5 stars,"January 20, 2020",Recommended!! Our iOS and Android Apps were up and running in no time. It very easy to design and it was a breeze going through the Apple Store and Google Play approval. The whole team are awesome!! Thank you MageNative.
195,MegaNative,SUPLYD,5/5 stars,"January 18, 2020",Great support. This team have made all the customizations we requested on both apps and published them. Whenever we have modifications they never hesitate to address them. Highly recommended.
196,MegaNative,Trivoshop,5/5 stars,"January 18, 2020",They are a great team to work with and very eager to get issues resolved.  I look forward to working with them!
197,MegaNative,Sistique Boutique,5/5 stars,"January 17, 2020","I used this Magenative to create an app for our clothing boutique. From beginning to end, they have been very helpful and informative. While are are still in the beginning stages of the app, so far it’s looking like it will be a big success for our small business. Thank you, Magenative Team! "
198,MegaNative,Layali.us,5/5 stars,"January 9, 2020","The app looks great! It’s very affordable, and most importantly the team is amazing!! They help with every step, and I didn’t even reach out to them, they did and helped all the way until everything was perfect! Thank you so much guys! "
199,MegaNative,Ayurmeans,5/5 stars,"January 9, 2020","I have been working with this team specially @Saurabh to fulfill our requirements addressing mobile users. It has been great experience, specially the service, developers also very friendly. You can go ahead with their services."
200,MegaNative,Sant Blanc,5/5 stars,"December 23, 2019","So far working with this company has been a great experience. You get to work directly with the developers to customize your app to your liking. They are very responsive and professional, and quick to make changes when needed. Creating an app is a little bit of a complicated process (at least for those of us who have never done it before), but they make it easy, walking you through it step by step, and doing the hard work. They are also very reasonably priced. "
201,MegaNative,Outdoorsman's Guide,5/5 stars,"December 18, 2019",they do their job right the first time and customer service is much better than other companies out there 
202,MegaNative,GamuGamu.lk,5/5 stars,"November 20, 2019","This app was the perfect plugin for our e-commerce startup. We wanted to be present on all platforms but do not have alot of funding yet. So this plugin literally provided us the best and most cost-effective way to open up our store on all platforms and push our products. One thing that I'm amazed about is their CUSTOMER SERVICE, from the trial period to the launch and even after, they were just a whatsapp message away. All the best !"
203,MegaNative,DigitaKey,5/5 stars,"November 15, 2019",I’m using the app to promote my store on iOS.   The team there is fantastic.  Saumya is fast and efficient.  Her skills are awesome.  Apple Pay and Amazon Pay is there and working flawlessly in my app.  100%!  The team there are fast to respond to my needs.  My app was on the App Store within hours of me giving them my account information.   The proof is in the pudding.  Search for DigitaKey in the App Store.  If you want to eat the pudding.  Thank you MageNative and keep up the great work!❤️
204,MegaNative,Total Auto Solutions,5/5 stars,"November 1, 2019",These guys have been great at customer support as we tweak and add on services to the app. Really been great to work with & our customers love the quickness of the Detail Supply App. Thank You 
205,MegaNative,Souq Brands,5/5 stars,"October 15, 2019","It was a great experience to use this app, I used it for my E-commerce store for IOS and Android and its the most effective app with easy integration, and the most important thing is the developer and support team really helpful and friendly they can make anything done. "
206,MegaNative,Sweet Karam Coffee,5/5 stars,"October 14, 2019",This is one of the most cost effective App with a simple integration service and great support service.
207,MegaNative,Mozzafiato Wholesaler Pty Ltd.,5/5 stars,"September 24, 2019",Loved every moment working with this team! You guys are are the best! The interface is extremely user friendly and the Team is always on call. Keep up the good work
208,MegaNative,onlinefashionresource,5/5 stars,"September 18, 2019","Our store: www.onlinefashionresource.com, selling women clothing from factory directly around the world. They helped us to set up our iOS and playstore app. We used to using Magento before and we had old app there. Now they help us move from old app store to this new one. They charge $0. And also work on our app very fast. Now this app is fast speed we are very pleased. Also we test to buy one. It works very well! We are so happy. "
209,MegaNative,BotanicasYoruba,5/5 stars,"September 9, 2019","son muy profecionales te ayudan en todo los recomiendo estubieron pendiente en cada uno de mis paso , por algun momento dude pero no siempre su servicio fue muy bueno "
210,MegaNative,Eighty Nine Store,5/5 stars,"September 9, 2019",The best services offering the beat app for google play and appstore
211,MegaNative,Head Shoppers,5/5 stars,"September 6, 2019",Wow!  MageNative is awesome.  They really help me create the perfect layout for my app.  During their business hours they are always available and work quickly.  I am appreciative of Saumya's expertise. 
212,MegaNative,bodybyzsazsa,5/5 stars,"September 6, 2019","MageNative has quick turn around and great rates.  Getting my app processed and programed, most importantly APPROVED by apple fast was impressive.  Had a horrible experience with Tap Cart, these guys saved the day! Got runaround for months before finding this company.  Highly recommend over the competition.  Not as many options to colorfully customize your app but gets the job done in a minimal fashion! Sleek, clean, simple design.  I really appreciate the attention, effort and hard work these guys put in right away and got everything done in a few days after getting screwed by Tap Cart.  Grateful so far for the experience.  I would recommend if you are not satisfied with Tap Cart or don't like Polobal's interface.  This is best of both worlds. offers android and apple.  Good service, hard working team.  "
213,MegaNative,jessieksboutique,5/5 stars,"September 4, 2019",Using MageNative to build our store’s app was an simplistic process! We are very pleased with our Android & iOS apps! 
214,MegaNative,La despensa,5/5 stars,"August 29, 2019","It's Great App, and the support from the team behind it is wonderful.  We did our E-commerce App in record time."
215,MegaNative,sipit!,5/5 stars,"August 10, 2019","MageNative has been working great, and has provided us incredible customer service. I can't recommend it highly enough. Thank you for all the hard work!"
216,MegaNative,Her gemz,5/5 stars,"August 1, 2019", this-service was great everything was fast my app was up and running in no time Thanks so much 
217,MegaNative,Ramona Bădescu,5/5 stars,"July 26, 2019",I used the app for my store and It s going well :) nice features and support from their team. Will use again
218,MegaNative,Sally Ann’s Boutique,5/5 stars,"July 17, 2019",Very helpful ! My app was created quickly and changes have been made promptly. Definitely use the WhatsApp to communicate. My android app is already available and I’m working on iOS now. Highly recommend! 
219,MegaNative,SMICapp.com,5/5 stars,"July 16, 2019",They worked with me so well until I got exactly what I was looking for in my app.  Very patient and considerate.  And my app looks great!
220,MegaNative,Atomic ION,5/5 stars,"July 16, 2019","Great support, 24/7 atleast and is very personalized representatives not chatbots. The iOS and Android a little bit different by work without crash. Can improve the checkout to be native not webview. Overall is good for proof ofconcept for client that can't afford custom e-commerce. "
221,MegaNative,Veg Mantra Express,5/5 stars,"July 12, 2019","We are glad that we chose MageNative to build our android and ios apps. We got our apps published during the free trial itself, and this was possible only due to excellent customer support and assistance from MageNative. Highly recommend this app to anyone who needs android and ios app, without worrying about spending too much for the development and maintenance of the same."
222,MegaNative,Retro Games,5/5 stars,"July 11, 2019","I really like this app and I give it 5 starts rating because of two major things, Customer support and the price.The quality of the app is very good and the everything is so easy to setup and the customer support will go step by step with you untill your satisfy. "
223,MegaNative,Yehlo.pk!,5/5 stars,"July 10, 2019",Mobile Apps are necessary part of any e-commerce business these days and MageNative is the best option in this regard. 5 star for you guys. Truly professional pre and post-sale support. Very user friendly and easy to use dashboard. Neat & clean mobile app themes. Good work guys. Keep up the good work. Thumbs up.
224,MegaNative,Divinity Collection,5/5 stars,"July 10, 2019","Great team, No request too much and are very capable. App has great design with everything you need. "
225,MegaNative,Prime Harvest Fresh Market & Grocery,5/5 stars,"July 6, 2019","This app provides additional revenue; additional sales channel. Nowadays, customers are more likely to use mobile apps. With supportive technical support team, cost efficient and request for modifications and development are very much welcome to them. "
226,MegaNative,SandboxMart,5/5 stars,"July 3, 2019",Good app created for my store. Really impressed with the support provided during app development and even after that. Would definitely recommend. 
227,MegaNative,Triovari,5/5 stars,"June 30, 2019","The App looks great , all the features you need to start , what I love about Magenative is the support team , we have made a group on Whatsapp , and they always reply so fast , and they give help in many many ways even if it's not their job , I wish you the best. "
228,MegaNative,Bosphorus Rugs,5/5 stars,"June 28, 2019","Very heplful and communicative support team, they help you on all steps even if you have zero knowledge on apps. My app had few little bugs at the beginning but together we fixed all of them, support team really tries to solve the issues and finds alternative solutions"
229,MegaNative,Prime Drawer,5/5 stars,"June 28, 2019",Very easy and simple process. The turn around time was way faster than I thought. The app quality is really great. Would definitely recommend. 
230,MegaNative,Angel Natthame,5/5 stars,"June 22, 2019","I had zero experience, but the team was very helpful patiently guiding me each and every steps. The Customer Service was excellent! They reply and fixed the problem really fast. Highly recommend this app."
231,MegaNative,OnlineJe,5/5 stars,"June 21, 2019","These guys are very professional, they support and guide you with every step from A to Z, you don't have to worry about anything even if you don't have the enough knowledge in this field. 0 app crashes from a month till now and a very user friendly app. My customers are very happy!"
232,MegaNative,A&G Speedup Limited,5/5 stars,"June 21, 2019","This app is great, I recommend them. The people’s are nice and very helpful, they were very kind with good services from beginning to the end. "
233,MegaNative,Kellshii,5/5 stars,"June 19, 2019",Best Customer Service! Fast Delivery For Your App And Also The Team Is Very Friendly And Finish Your Work In Anytime You Want! Professional And Never Worked With Developers Team Like This They Are The Best! Thank You MageNative! I EXTREMELY RECOMMEND THEM! 
234,MegaNative,Besco Wholesale,5/5 stars,"June 13, 2019","Fantastic team, WhatsApp communication for faster contact and are very active. Any and all changes i asked were fixed fast and app store listings were quick and painless. Will be using them again in the future and would highly recommend!"
235,MegaNative,WHALE | Malaysia RM5 Shop,3/5 stars,"September 7, 2019","Great Customer Services , BUT after paid for yearly plan, A LOT of customizing have to cost extra :( . (Costing not really low).Still great for the services though :) Only for selling product if you seek for lowest price App developer :)"
236,MegaNative,Love & Threads,5/5 stars,"June 10, 2019",I can’t say enough good things about this app! The developers took all of my crazy ideas and brought them to life. Things that I wasn’t sure it would be possible to put in my app they made possible and were awesome to work with! I would absolutely 100% recommend them to anyone! 
237,MegaNative,Shamy Stores,5/5 stars,"June 4, 2019","This app helped me to finally make a native mobile app on both android and IOS for my shopify store, These developers knows what they’re doing and they make it happen as soon as possible, They guided me in every step that requires an action by me, Answered my questions every time i asked them for an info. I really recommend them for any one who needs a professional developers to work with to launch his app."
238,MegaNative,BelleEve Boutique,5/5 stars,"June 1, 2019",Really like this app so far. It is integrated well to automatically update with my website which is great. Customer service is helpful too! 
239,MegaNative,10solo.com,5/5 stars,"May 31, 2019",The support staff help us continuously until the app is created based on our requirements. Thanks to all of them for supporting and building the app. 
240,MegaNative,thegsnd,5/5 stars,"May 29, 2019","I just released my mobile e-commerce app THEGSND with the help of MageNative and I really found the magical response from the customers, I am very satisfied with the app, just Wanted to integrate some more functionality so that it would be more attractive to my customers and they will buy the product with more satisfaction and visibility Hope I will get the cumulative support from the MageNative Team. "
241,MegaNative,Spoship,5/5 stars,"May 28, 2019",Wonderful Experience! And great app.The developer team are very very attentive and helpful.MageNative provided us the app exactly as we needed.Thanks Again. :)
242,MegaNative,MuscleFactoryOC,5/5 stars,"May 28, 2019",This is for my local shop and online business.  Smooth and affordable.  Handling it all for me.  Best choice by far.
243,MegaNative,THANKSNET,5/5 stars,"May 22, 2019","The people and we took many efforts over the past few days to put up the app.  Apart from the features provided, I am very impressive to collaboratively work with the people and the company as I see the responsiveness and skills providing.  If possible, I will give 5 plus stars."
244,MegaNative,London Nails Excellence,5/5 stars,"May 22, 2019","I recommend this App 100%: simple to use with excellent results.But the real strength of ""Magenative Mobile App"" is the great team of developers!Always ready, patient and available to support the creation process from the beginning to the publication, also allowing some customizations, already from the trial period.Thanks guys, keep it up!"
245,MegaNative,Madi Savvy Boutique,5/5 stars,"May 20, 2019",Great app!! The developers were quick to respond and very helpful with walking you through the set-up process. 
246,MegaNative,hellomarket,5/5 stars,"May 19, 2019",I am using this app to build and connect my android app to integrate with my online store. The first thing i need to appreciate is the app functionality and the support i got from the magenative team is unbelievable and extraordinary. Thank you for building such a nice and useful app 
247,MegaNative,Vellem,5/5 stars,"May 10, 2019",Very good developers and great app in a short time make all your requests!For those who want to have an app for its e-commerce is the perfect solution
248,MegaNative,The Terrace Store,5/5 stars,"May 10, 2019",Great service. Everything handled quick and all straight forward. Great guys for working dorect with too. Highly recommended 
249,MegaNative,Backpackaz Holidays,5/5 stars,"May 9, 2019","Great App & an awesome team of developers, ready to support you from the start of your project until the end. Trust them to make corrections countlessly, good job team, I hope this won't stop anytime soon."
250,MegaNative,shopinverse,5/5 stars,"May 7, 2019","Nice app. Superb customers service, always available to help at all time. I give the developer 5 star rating. Thank you "
251,MegaNative,VAST,5/5 stars,"May 4, 2019","i install this app it was very nice at all, competitive price, very helpful team support. really many thanks"
